YEAR,DATE,TIME,STREET1,ROAD_CLASS,DISTRICT,LATITUDE,LONGITUDE,LOCCOORD,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,PASSENGER,SPEEDING,REDLIGHT,ALCOHOL,DISABILITY,DIVISION,Record_ID
2017,2017/10/02,645,WHITMORE AVE,Major Arterial,North York,43.697844,-79.451099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,True,False,True,False,False,False,True,False,False,False,D13,13099
2017,2017/10/02,1327,SEWELLS RD,Minor Arterial,Scarborough,43.846129,-79.209255,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,Major,False,False,True,False,False,False,False,False,False,False,D42,13100
2017,2017/10/02,1327,SEWELLS RD,Minor Arterial,Scarborough,43.846129,-79.209255,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,25 to 29,Minimal,False,False,True,False,False,False,False,False,False,False,D42,13101
2017,2017/10/02,1915,QUEEN ST E,Major Arterial,Toronto and East York,43.658805,-79.349811,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Unattended Vehicle,Driver,25 to 29,Major,False,False,True,False,False,False,False,False,False,False,D55,13102
2017,2017/10/02,1925,STEELES AVE E,Major Arterial,North York,43.805499,-79.385745,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,Over 95,None,True,False,True,False,False,True,False,False,False,False,D33,13103
2017,2017/02/03,1430,BAY ST,Major Arterial,Toronto and East York,43.662398,-79.38634,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Major,False,False,True,False,False,False,False,False,False,False,D52,13107
2017,2017/05/29,1343,OAKWOOD AVE,Minor Arterial,Toronto and East York,43.692584,-79.440807,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,60 to 64,None,False,False,True,True,False,False,False,False,False,False,D13,13108
2017,2017/07/31,713,SHERBOURNE ST,Major Arterial,Toronto and East York,43.658221,-79.37099,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,Pedestrian,70 to 74,Fatal,True,False,True,False,False,False,True,False,False,False,D51,13110
2017,2017/02/03,1430,BAY ST,Major Arterial,Toronto and East York,43.662398,-79.38634,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,45 to 49,None,False,False,True,False,False,False,False,False,False,False,D52,13111
2017,2017/02/05,314,F G GARDINER XY  W,Other,Etobicoke York,43.615878,-79.536365,Mid-Block,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,False,False,True,False,False,False,False,False,False,False,D22,13112
2017,2017/02/05,1330,DRIFTWOOD  AVE,Collector,Etobicoke York,43.754115,-79.513667,Intersection,Intersection Related,Stop Sign,Drifting Snow,Daylight,Wet,Non-Fatal Injury,Turning Movement,Passenger,55 to 59,Major,False,False,True,False,False,True,True,False,False,False,D31,13113
2017,2017/02/05,1330,DRIFTWOOD  AVE,Collector,Etobicoke York,43.754115,-79.513667,Intersection,Intersection Related,Stop Sign,Drifting Snow,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,55 to 59,Minimal,False,False,True,False,False,True,True,False,False,False,D31,13114
2017,2017/02/05,1330,DRIFTWOOD  AVE,Collector,Etobicoke York,43.754115,-79.513667,Intersection,Intersection Related,Stop Sign,Drifting Snow,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,10 to 14,None,False,False,True,False,False,True,True,False,False,False,D31,13115
2017,2017/02/07,1909,MORTIMER AVE,Minor Arterial,Toronto and East York,43.683955,-79.356281,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,True,False,True,False,False,False,False,False,False,False,D55,13116
2017,2017/02/07,1909,MORTIMER AVE,Minor Arterial,Toronto and East York,43.683955,-79.356281,Mid-Block,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,75 to 79,Major,True,False,True,False,False,False,False,False,False,False,D55,13117
2017,2017/02/08,1510,4 THE DONWAY  E,Minor Arterial,North York,43.732337,-79.341464,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,True,False,True,False,False,False,False,False,False,False,D33,13118
2017,2017/02/08,1510,4 THE DONWAY  E,Minor Arterial,North York,43.732337,-79.341464,Intersection,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,True,False,True,False,False,False,False,False,False,False,D33,13119
2017,2017/02/10,1003,QUEEN ST E,Major Arterial,Toronto and East York,43.654452,-79.369418,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,True,False,False,False,False,False,False,False,False,False,D51,13120
2017,2017/02/10,1003,QUEEN ST E,Major Arterial,Toronto and East York,43.654452,-79.369418,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,True,False,False,False,False,False,False,False,False,False,D51,13123
2017,2017/02/11,2011,MIDLAND  AVE,Major Arterial,Scarborough,43.785277,-79.278529,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,True,False,True,False,False,False,False,False,False,False,D42,13124
2017,2017/02/11,2011,MIDLAND  AVE,Major Arterial,Scarborough,43.785277,-79.278529,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,True,False,True,False,False,False,False,False,False,False,D42,13125
2017,2017/02/11,2021,STEELES AVE W,Major Arterial,Etobicoke York,43.763838,-79.576625,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,60 to 64,Major,False,False,True,False,False,False,False,False,False,False,D31,13126
2017,2017/02/11,2021,STEELES AVE W,Major Arterial,Etobicoke York,43.763838,-79.576625,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Approaching,Driver,15 to 19,Major,False,False,True,False,False,False,False,False,False,False,D31,13127
2017,2017/02/12,936,RICHMOND ST E,Major Arterial,Toronto and East York,43.652632,-79.372791,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Packed Snow,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,True,False,True,False,False,True,True,False,False,False,D51,13128
2017,2017/02/12,936,RICHMOND ST E,Major Arterial,Toronto and East York,43.652632,-79.372791,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Packed Snow,Non-Fatal Injury,Pedestrian Collisions,Passenger,40 to 44,None,True,False,True,False,False,True,True,False,False,False,D51,13129
2017,2017/02/12,936,RICHMOND ST E,Major Arterial,Toronto and East York,43.652632,-79.372791,Intersection,At Intersection,Traffic Signal,Rain,Daylight,Packed Snow,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,True,False,True,False,False,True,True,False,False,False,D51,13130
2017,2017/02/13,1507,FINCH AVE W,Major Arterial,North York,43.779696,-79.415538,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,35 to 39,None,True,False,True,False,False,False,False,False,False,False,D32,13131
2017,2017/02/13,1507,FINCH AVE W,Major Arterial,North York,43.779696,-79.415538,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,True,False,True,False,False,False,False,False,False,False,D32,13132
2017,2017/02/14,1017,ISLINGTON AVE,Major Arterial,Etobicoke York,43.679766,-79.538974,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,55 to 59,Major,False,False,True,False,False,False,False,False,False,False,D22,13133
2017,2017/02/14,1017,ISLINGTON AVE,Major Arterial,Etobicoke York,43.679766,-79.538974,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,15 to 19,Minimal,False,False,True,False,False,False,False,False,False,False,D22,13134
2017,2017/02/18,29,KIPLING AVE,Major Arterial,Etobicoke York,43.604773,-79.519672,Mid-Block,Underpass or Tunnel,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Passenger,30 to 34,Minor,False,False,True,False,False,True,True,False,False,False,D22,13135
2017,2017/02/18,29,KIPLING AVE,Major Arterial,Etobicoke York,43.604773,-79.519672,Mid-Block,Underpass or Tunnel,No Control,Clear,"Dark, artificial",Dry,Fatal,SMV Other,Driver,30 to 34,Fatal,False,False,True,False,False,True,True,False,False,False,D22,13136
2017,2017/02/18,347,DUFFERIN ST,Major Arterial,Toronto and East York,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,False,False,True,False,False,True,True,True,True,False,D14,13137
2017,2017/02/18,347,DUFFERIN ST,Major Arterial,Toronto and East York,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Minor,False,False,True,False,False,True,True,True,True,False,D14,13138
2017,2017/02/18,347,DUFFERIN ST,Major Arterial,Toronto and East York,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Minimal,False,False,True,False,False,True,True,True,True,False,D14,13139
2017,2017/02/18,347,DUFFERIN ST,Major Arterial,Toronto and East York,43.668391,-79.438991,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Minor,False,False,True,False,False,True,True,True,True,False,D14,13140
2017,2017/02/18,709,DON VALLEY PARKWAY  S,Other,Toronto and East York,43.676798,-79.361957,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,False,False,True,False,False,False,False,False,False,False,D55,13141
2017,2017/02/18,2230,UNIVERSITY AVE,Major Arterial,Toronto and East York,43.650778,-79.386592,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,None,True,False,True,False,False,False,False,False,False,False,D52,13142
2017,2017/02/18,2230,UNIVERSITY AVE,Major Arterial,Toronto and East York,43.650778,-79.386592,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Other,unknown,None,True,False,True,False,False,False,False,False,False,False,D52,13143
2017,2017/02/18,2230,UNIVERSITY AVE,Major Arterial,Toronto and East York,43.650778,-79.386592,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Major,True,False,True,False,False,False,False,False,False,False,D52,13144
2017,2017/02/18,2230,UNIVERSITY AVE,Major Arterial,Toronto and East York,43.650778,-79.386592,Intersection,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,35 to 39,Minor,True,False,True,False,False,False,False,False,False,False,D52,13145
2017,2017/02/19,1057,KIPLING AVE,Major Arterial,Etobicoke York,43.61912,-79.525974,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Driver,35 to 39,None,False,False,True,True,False,True,False,True,False,False,D22,13146
2017,2017/02/19,1057,KIPLING AVE,Major Arterial,Etobicoke York,43.61912,-79.525974,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Motorcycle Driver,45 to 49,Major,False,False,True,True,False,True,False,True,False,False,D22,13147
2017,2017/02/19,1057,KIPLING AVE,Major Arterial,Etobicoke York,43.61912,-79.525974,Intersection,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,Passenger,10 to 14,None,False,False,True,True,False,True,False,True,False,False,D22,13148
2017,2017/02/19,1727,1000 GERRARD ST E,Minor Arterial,Toronto and East York,43.668463,-79.338725,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,20 to 24,None,True,False,True,False,False,False,False,False,False,False,D55,13149
2017,2017/02/19,1727,1000 GERRARD ST E,Minor Arterial,Toronto and East York,43.668463,-79.338725,Mid-Block,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,True,False,True,False,False,False,False,False,False,False,D55,13150
2017,2017/02/23,1022,ADELAIDE ST W,Major Arterial,Toronto and East York,43.649821,-79.380771,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Fatal,Pedestrian Collisions,Pedestrian,75 to 79,Fatal,True,False,True,False,False,False,False,False,False,False,D52,13151
2017,2017/02/23,1022,ADELAIDE ST W,Major Arterial,Toronto and East York,43.649821,-79.380771,Intersection,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Fatal,Pedestrian Collisions,Driver,20 to 24,None,True,False,True,False,False,False,False,False,False,False,D52,13152
2017,2017/02/23,1200,YONGE ST,Major Arterial,North York,43.772185,-79.413593,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,65 to 69,None,True,False,True,False,False,False,False,False,False,False,D32,13153
2017,2017/02/23,1200,YONGE ST,Major Arterial,North York,43.772185,-79.413593,Intersection,At Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,80 to 84,Major,True,False,True,False,False,False,False,False,False,False,D32,13154
2017,2017/02/23,2020,EGLINTON AVE E,Major Arterial,Scarborough,43.724738,-79.30141,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,None,True,False,True,False,False,False,False,False,False,False,D41,13155
2017,2017/02/23,2020,EGLINTON AVE E,Major Arterial,Scarborough,43.724738,-79.30141,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,True,False,True,False,False,False,False,False,False,False,D41,13156
2017,2017/02/24,615,KING ST W,Major Arterial,Toronto and East York,43.637103,-79.435993,Intersection,At Intersection,Traffic Signal,Rain,Dawn,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,None,True,False,True,False,False,False,False,False,False,False,D14,13157
2017,2017/02/24,615,KING ST W,Major Arterial,Toronto and East York,43.637103,-79.435993,Intersection,At Intersection,Traffic Signal,Rain,Dawn,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,True,False,True,False,False,False,False,False,False,False,D14,13158
2017,2017/02/24,1818,OAKWOOD AVE,Minor Arterial,Toronto and East York,43.693427,-79.441173,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,None,True,False,True,False,False,False,False,False,False,False,D13,13159
2017,2017/02/24,1818,OAKWOOD AVE,Minor Arterial,Toronto and East York,43.693427,-79.441173,Intersection,At Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,True,False,True,False,False,False,False,False,False,False,D13,13160
2017,2017/02/26,300,EGLINTON AVE E,Major Arterial,Scarborough,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,20 to 24,Minimal,False,False,True,False,False,True,True,False,True,False,D41,13161
2017,2017/02/26,300,EGLINTON AVE E,Major Arterial,Scarborough,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Driver,45 to 49,Major,False,False,True,False,False,True,True,False,True,False,D41,13162
2017,2017/02/26,300,EGLINTON AVE E,Major Arterial,Scarborough,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Major,False,False,True,False,False,True,True,False,True,False,D41,13163
2017,2017/02/26,300,EGLINTON AVE E,Major Arterial,Scarborough,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,None,False,False,True,False,False,True,True,False,True,False,D41,13164
2017,2017/02/26,300,EGLINTON AVE E,Major Arterial,Scarborough,43.736624,-79.24805,Mid-Block,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,False,False,True,False,False,True,True,False,True,False,D41,13165
2017,2017/02/26,2311,215 HURON ST,Local,Toronto and East York,43.659106,-79.398532,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Driver,45 to 49,None,False,True,True,False,False,True,False,False,False,False,D52,13166
2017,2017/02/26,2311,215 HURON ST,Local,Toronto and East York,43.659106,-79.398532,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,25 to 29,Major,False,True,True,False,False,True,False,False,False,False,D52,13167
2017,2017/02/26,2311,215 HURON ST,Local,Toronto and East York,43.659106,-79.398532,Mid-Block,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,Passenger,20 to 24,None,False,True,True,False,False,True,False,False,False,False,D52,13168
2017,2017/02/28,2122,STEELES AVE E,Major Arterial,Scarborough,43.823619,-79.307025,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,45 to 49,None,True,False,True,False,False,False,False,False,False,False,D42,13169
2017,2017/02/28,2122,STEELES AVE E,Major Arterial,Scarborough,43.823619,-79.307025,Intersection,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,True,False,True,False,False,False,False,False,False,False,D42,13170
